titre_avis;texte_avis;note_avis;date_avis;type_voyage;nb_mots;nb_phrases;vader_compound;vader_sentiment;textblob_polarity;textblob_subjectivity;textblob_sentiment;transformer_label;transformer_score
Super expérience;Super expérience, un séjour très bien organisé.Un long trajet en van, avec des arrêts fréquents et intéressants ( villages berbères, fabrique d’huile d’argan…). Ce qui peut être embêtant, ce sont les déjeuners qui ne sont pas inclus dans le tarif de l’excursion. Il est donc compliqué de ne pas manger dans les restaurants.;5;23 août 2025;;56;1;0.5994;Positif;0.14166666666666666;0.5333333333333333;Positif;LABEL_1;0.9994763731956482
Incroyable;L’organisation est super, il y a plein d’arrêts intéressants à faire sur le trajet aller.Notre chauffeur Younes était au top, très agréable, conduite impeccable.Hassan a accompagné notre Happy Group dans les gorges, il est très sympa et explique plein de choses interessantes.L’excursion dans le désert est incroyable, les températures supportables pour le mois d’août, on y rentre en fin de journée et on repart tôt le matin pour voir le lever de soleil.;5;17 août 2025;;80;1;0.8555;Positif;0.5958333333333333;0.7291666666666666;Positif;LABEL_1;0.9996360540390015
Bel essai;Hassan est très hôpital et Mohamed est bon à conduire le voyage est confortable et en douceur. L'expérience la plus précieuse est dans le dessert. Lorsque le ciel est clair et sombre, vous pouvez vous allonger sur le sable et repérer des étoiles brillantes et heureusement des étoiles filantes. Le deuxième bon endroit est la vallée, je suggère plus de temps à passer sur la vallée parce qu'il y a une falaise qui fournit une ombre parfaite et un bord de rivière agréable. 关于帐篷 我们住在普通 帐篷比较闷 虽然没窗户以及独立卫浴 但是对于我们三个能吃苦的青年来说影响不大, 影响最大的是虽然营地有网络 但帐篷里能给到的信号很差 orange 运营商不是很好用。我的旅行必备是 蒙脱石散用来对付水土不服的肚子 因为你永远不知道冷饮的爽感和肚子的汹涌哪个来的更猛烈。第一天的中午饭可以选择塔吉锅 20 欧左右一人 还提供酸奶 第二天的午餐是自助 是最好吃的但奇怪的是饮品每人限量一瓶 多了每瓶收费 10 drm 第三天的午饭是自助 无限畅饮。 最后的建议是关于饮料以及消费的 小瓶裝水价格分布在 3 - 15 迪拉姆 大瓶装水分布在 6 - 25 迪拉姆 罐装苏打水大多情况处于的 10 - 20 迪拉姆 所以每次下车准备好钱包快乐的消费吧 为了解暑和能量。;5;13 août 2025;août 2025 • Entre amis;121;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.818555474281311
Une expérience inoubliable;Deux guides exceptionnels, Abdul et Yassin, sont accueillants, bienveillants, attentionnés et toujours à l'écoute. Les excursions étaient très intéressantes et instructives. Une très belle expérience et de très belles rencontres.;5;9 août 2025;août 2025;30;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996830224990845
Visite vraiment à la hauteur;Super guide Hassan à l.ecoute sérieux belle  visite très beau et intéressant très bonne nourriture hotel trs hôte qualité;5;3 août 2025;;20;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996778964996338
Une expérience unique, authentique et en toute sécurité;"""Nous avons vécu une expérience inoubliable lors de notre circuit de 3 jours dans le désert au départ de Marrakech. L’organisation était parfaite du début à la fin. Le guide était très professionnel, attentionné et toujours souriant. Les paysages étaient à couper le souffle, surtout les dunes de Merzouga au coucher du soleil. Les bivouacs étaient confortables et l’accueil chaleureux. On a bien mangé, bien ri et partagé des moments magiques avec nos amis autour du feu. Ce voyage restera gravé dans nos mémoires. Je recommande vivement cette aventure à tous ceux qui veulent découvrir le vrai Maroc !""*";5;31 juillet 2025;;100;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996739625930786
Magnifique;Khaled est sympathique et à l'écoute. J'ai passé un bon moment dans le désert , le quad je recommande ( pas compris dans le forfait ) . Famille avec enfants.;5;28 juillet 2025;juil. 2025 • En famille;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9993230104446411
Excursion;Khalid est incroyable!!! Nous avons passé un excellent moment avec ma famille. Je recommande vivement cette excursion.;5;28 juillet 2025;juil. 2025 • En famille;17;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.99967360496521
Je recommande !!;Notre chauffeur était Moha Ouahi. Il a été très gentil et serviable tout au long du voyage. Merci Moha !Je suis très satisfaite de ce voyage. Le prix est raisonnable considérant toutes les activités offertes. Pensez par contre à prendre beaucoup d'argent comptant pour les 3 jours pour les pourboires et plusieurs endroits ne prennent pas la carte.;5;26 juillet 2025;juil. 2025 • En famille;58;1;-0.128;Négatif;-0.05;0.4;Négatif;LABEL_1;0.9994770884513855
Parfait;Moha ouahi, belle expérience. Très beau paysage. Tout les guide son très gentil et à l’écoute. Très fecile de communiquer;4;26 juillet 2025;juil. 2025 • En famille;21;1;-0.128;Négatif;0.0;0.0;Neutre;LABEL_1;0.9996755123138428
great tour;super tour qui fait voir beaucoup sur le maroc et sa culture. Pas beaucoup d'explication sur le deroulement donc il faut se laisser porter. Prevoir beaucoup dargent comptant pour les diner, leau, les extra, les petits achats et les pourboires, souvent sollicités.;5;23 juillet 2025;juil. 2025 • En couple;42;1;0.5994;Positif;0.16666666666666666;0.3833333333333333;Positif;LABEL_1;0.9975528120994568
Khaled a été un bon guide! Il nous a accompagné tout au long de l’excursion. Les repas étaient bons et nous avons adoré la nuit dans le désert.;Khaled a été un bon guide! Il nous a accompagné tout au long de l’excursion. Les repas étaient bons et nous avons adoré la nuit dans le désert.;5;23 juillet 2025;juil. 2025;29;1;-0.128;Négatif;-0.05;0.4;Négatif;LABEL_1;0.9996455907821655
Excursion dans le désert;Abdu qui nous a servi de guide a été très professionnel et compétant .il a été attentif , à l'écoute et disponible.merci à luiSalah notre chauffeur a lui aussi été très compétents , sa conduite est exemplaire , nous nous sommes sentis en sécurité , bravo à lui;5;22 juillet 2025;;45;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996751546859741
C’était tout génial, 👍 it’s  so amazing ,je recommande le tour avecAbdul et SalahGreat persons , great guidesI love the tour;C’était tout génial, 👍 it’s  so amazing ,je recommande le tour avecAbdul et SalahGreat persons , great guidesI love the tour;5;22 juillet 2025;juil. 2025;21;1;0.9283;Positif;0.6333333333333334;0.75;Positif;LABEL_1;0.9996877908706665
Les visites sont très intéressantes, l’animation est super très attentionnée. La balade en chameau au coucher et aux lev;Notre Guide, Abdu et le chauffeur Sahara  sont très sympathiques très compétent, très professionnel, on a passé de merveilleux moments;5;22 juillet 2025;;20;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996668100357056
3 jours de Marrakech à Merzouga;Nous avons vécu une superbe expérience lors de notre trip de 3 jours de Marrakech à Merzouga ! Le parcours est vraiment bien pensé : des paysages incroyables et très variés, des montagnes de l’Atlas jusqu’aux dunes dorées de l’Erg Chebbi. Mention spéciale pour la magnifique Kasbah Aït Ben Haddou, les gorges impressionnantes de Todgha et son oasis, qui étaient des arrêts marquants.Notre guide Hassan et était avenant, chaleureux et très professionnel.  On s’est sentis bien accompagnés tout au long du voyage. Le chauffeur conduisait très bien, avec des arrêts toujours bien choisis pour se reposer, manger ou admirer les panoramas.La nourriture était globalement correcte, même si la cuisine sur le camp dans le désert pourrait être améliorée. Cela dit, l’hospitalité sur place était excellente.Quelques conseils pratiques : prévoir du cash pour les boissons (et l'eau), pour régler les guides locaux (tarifs fixes ou tip).Si possible, optez pour l’option chambre privée avec toilettes au camp : c’est nettement plus confortable et garantit une meilleure hygiène, surtout après une longue journée de route et de désert.Un voyage riche avec une équipe attentionnée. On en garde un très bon souvenir et on recommande sans hésiter !;4;14 juillet 2025;juil. 2025 • En couple;201;1;0.3182;Positif;-0.025;0.7;Neutre;LABEL_1;0.9995279312133789
Un très beau séjour !;Nous avons vécu une magnifique expérience de trois jours au Maroc, incluant une nuit inoubliable dans le désert. Notre guide ahassan a été exceptionnel, partageant avec passion ses connaissances sur le pays tout au long du voyage. Un grand merci également à notre chauffeur, qui nous a fait découvrir des paysages splendides en toute sécurité.Nous recommandons vivement l’agence Morocco Global Adventure pour son professionnalisme et son encadrement de qualité. Les hébergements étaient confortables et la nourriture était correcte. Une aventure parfaitement organisée !Quelques points d’amélioration : on aurait aimé avoir plus de détails sur les arrêts et temps de trajets , information reçue pendant le trip et pas avant , les lunchs devrait être plus aux choix permettant de choisir ce que l’on veut dépenser. Donner plus de détails sur le montant en cash pour les tips. Le retour se fait en 1 journée ce qui fait beaucoup de déplacement. J’attribue une note de 4 étoiles pour tout ça.;4;14 juillet 2025;;161;1;0.743;Positif;0.15;0.4666666666666666;Positif;LABEL_1;0.9995566010475159
Parfait!;Très bonne expérience, Moha Ouahi est une personne formidable nous le remercions énormément pour notre séjour qui nous a fait rêver. Passage dans des lieux sublime avec des arrêt sur l'Atlas, Aït Ben Haddou (ouarzazate), les oasis et gorges de toudra, les repas du soir et du matin sont compris, pour les repas du midi compter une 12ene d'euro par personne. Nous avons bien manger. Et bien-sûr le camp, magnifique traversée du désert de merzouga en 1h a chameau en fin de journée, superbe camp avec musique le soir et danse autour du feu sur des musiques berbère, sandbording sur les dunes de sables, et admiré le couché du soleil. Au petit matin tôt, retour en chameau 🐫 au lever du soleil et directions Marrakech avec de nombreux arrêt en route. Merci moha, nous avons passé un super moment.;5;12 juillet 2025;;139;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996495246887207
Voyage de 3jours;Moha ouaha il etait super agréable très bon moment passé avec notre guide :) je recommande , très bonne expérience pour découvrir le Maroc;5;12 juillet 2025;juil. 2025 • Entre amis;22;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996819496154785
Excellent! À ne pas manquer;Excellente expérience! Les journées sont bien chargées! Nous avons fait plusieurs activités. Notre guide Moha Ouahi était très accueillant et sympathique! Je recommande cette activité à tous!;5;5 juillet 2025;juin 2025 • Entre amis;27;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996800422668457
excellent;Jusqu'ici si bon. Personnel de ménage Karen et Honey sont sympathiques et attentifs à vos besoins. je recommande vivement cet endroit. Leur petit déjeuner est excellent, peu importe la nourriture ethnique que vous avez envie.;5;11 novembre 2025;nov. 2025 • En famille;35;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.9996399879455566
Séjour parfait au coeur d'Amsterdam!;J'ai eu une expérience incroyable pendant mon séjour à Amsterdam! L'hôtel était super propre, confortable et magnifiquement conçu. Le personnel était sympathique et toujours prêt à aider avec des indications ou des suggestions de restaurant. L'emplacement était parfait — à proximité des principales attractions mais paisible la nuit. Le petit déjeuner était frais et délicieux tous les matins. Je resterais certainement ici à nouveau et je le recommande à tous ceux qui visitent la ville!;4;10 novembre 2025;nov. 2025 • Entre amis;74;1;0.7717;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996808767318726
Belle expérience;Super guide un peu déroutant quand nous sommes arrivés car ils ne nous ont pas dit quoi faire et les dettes traînent mais la visite était bonne. Cependant, ce n’est pas des boissons illimitées que nous en avons bu.Les lumières étaient bonnes mais pas là toute l'année.Personnel amical dans le bateau;4;21 janvier 2025;;54;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9929937720298767
Last Night of Light Festival;Avait un hôte merveilleux Tommy et un grand capitaine! ! !La fête de la lumière était magnifique et le vin chaud était savoureux! ! !Je vais certainement profiter à nouveau dans le futur!;5;20 janvier 2025;janv. 2025 • En couple;31;1;0.5719;Positif;0.5;1.0;Positif;LABEL_1;0.9996675252914429
Expérience amusante;La promenade en bateau était bien organisée et amusante! Le bateau est arrivé à l'heure, les boissons étaient illimitées et même s'il n'y avait pas de chauffage, le toit et les couvertures du bateau nous ont gardés au chaud. Le guide était sympathique et drôle mais il aurait pu approfondir les projections du spectacle lumineux et l'histoire de la ville.;4;19 janvier 2025;janv. 2025 • Entre amis;60;1;-0.2732;Négatif;0.0;0.0;Neutre;LABEL_1;0.9992345571517944
Meilleure façon de voir la ville!;Quel voyage amusant. Toute ma famille a apprécié l'excursion en bateau. Lex était un excellent guide et notre capitaine était également super. Les boissons étaient toujours pleines pendant que nous prenions dans les lumières et la ville.;5;19 janvier 2025;janv. 2025 • En famille;37;1;0.8225;Positif;0.6666666666666666;0.8333333333333333;Positif;LABEL_1;0.9996739625930786
Une soirée merveilleuse;Tellement instructif et engageant. Guide touristique était drôle et avait la réponse à toutes les questions que nous avions. Nous avons appris beaucoup de choses non seulement sur la fête de la lumière, mais aussi sur Amsterdam. Je recommande vivement.;5;18 janvier 2025;;40;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996819496154785
Chouette expérience;Petit bateau cosy et bar vraiment à volonté !Il faut comprendre l’anglais car c’est la seule langue parlée .Jolies installations lumineuses dans les canaux !;5;6 janvier 2025;déc. 2024 • En couple;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9994420409202576
Good;Très belle visite avec un guide super . Je met 4 sur 5 et pas 5/5 car il manquant d organisation à notre arrive pour la prise en charge des personnes. Un moment d incertitude pesée;4;3 janvier 2025;janv. 2025 • En couple;36;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9713326096534729
Guide rend l'événement meilleur!;Incroyable façon de profiter du jour de Noël la nuit! Notre guide et « barman » était Jasmine et elle était un guide interactif fabuleux! Attentif et instructif - on ne peut pas demander mieux!;5;25 décembre 2024;déc. 2024 • En couple;32;1;0.1779;Positif;0.0;0.0;Neutre;LABEL_1;0.9996707439422607
Belle visite mais peu d’illuminations;Belle visite mais pas assez d’illuminations à notre gout, beaucoup de commentaires ce qui et un plus.Il faut parler un minimum anglais;4;7 décembre 2024;;24;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9676914811134338
Une excellente façon de voir les canaux d'Amsterdam!;Vue imprenable, les lumières étaient si belles. L'équipage vraiment sympathique et les boissons à volonté était super! Bonne gamme de boissons. Petit groupe sur le bateau, fait pour de belles vibrations.;5;3 décembre 2024;déc. 2024 • En couple;31;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.999632716178894
Amsterdam Lights;Très bien organisé, très sympathique et informé. Beaucoup de bonne conversation et beaucoup de boissons à travers la visite des lumières d'Amsterdam.Va certainement utiliser ces gars à nouveau. 10 sur 10.;5;1 décembre 2024;déc. 2024 • En famille;32;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996795654296875
Bon en théorie;"Installation extrêmement désorganisée; debout sur une jetée sombre et froide sans abri , « l'équipage » à quai a admis qu'il n'avait aucune information; personne n'a vérifié les billets; bateaux très retardés; Guide sur le bateau était bon avec expliquer les lumières, inclus boissons, bateau chaud; dans l'ensemble, sous-charge - meilleures choses à faire";3;30 novembre 2024;nov. 2024 • En couple;51;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9949744939804077
Super personnel;Personnel très sympathique et compétent. Nous assistions au festival de lumière d'Amsterdam et nous avons appris beaucoup de faits philosophiques sur l'exposition.;5;29 novembre 2024;nov. 2024 • Entre amis;22;1;0.4939;Positif;0.0;0.0;Neutre;LABEL_1;0.9996570348739624
Visite du festival Lumière;Jasmine & Ronald étaient de grands guides touristiques. Voyage très pédagogique sur toutes les installations artistiques. Promenade confortable en bateau et bon vin.;5;28 novembre 2024;nov. 2024 • En couple;22;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996415376663208
Décevant..;Je voulais vivre la 'Fête des Lumières' depuis des années et nous avons finalement réservé pour décembre dernier et amené notre fils avec nous lors du voyage. Malheureusement, j'ai été très déçu. Les années précédentes ont montré des affichages fantastiques bit 2023 était un peu un peu déçu et manquait d'affichages décents. Bien que ce que nous avons vu était correct, nous nous attendions à beaucoup plus spécialement pour le prix. Quoi qu'il en soit, c'était plutôt une croisière normale sur le canal mais sans l'information. Cependant, mon fils a apprécié sa première expérience de croisière sur un canal.;3;16 septembre 2024;;99;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9876530170440674
Beau voyage;Belle soirée.Il faisait absolument froid et certains sièges du bateau étaient humides. Mais l'équipe était géniale, vraiment informative et divertissante, les vues sur la ville étaient superbes et les belles expositions d'art lumineuses étaient également bien présentées.;4;28 février 2024;;38;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9994996786117554
Belle expérience;Super expérience - nous avions vu des œuvres d'art dans la ville sans savoir de quoi il s'agissait. Avoir une visite guidée pour expliquer les intentions des artistes, ainsi qu'explorer cette ville enchanteresse en bateau, était la meilleure façon de vivre l'expérience du spectacle de lumière. Le vin chaud nous a gardé au chaud - dans l'ensemble, une excellente expérience.@tracitravel pour plus de conseils !;5;21 février 2024;déc. 2023 • Entre amis;63;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996111989021301
Pas une bonne expérience;Le voyage s'est bien passé. Le guide n'était pas en forme le jour du nouvel an mais la vue était sympa. Trop cher pour ce qu'ils proposent. Je pense que nous avons eu la courte paille sur le guide car les critiques ont été excellentes. Nous a indiqué la direction du musée maritime qui ne serait pas allé autrement et c'était un moment fort.;2;1 février 2024;janv. 2024 • En famille;64;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9991939663887024
Chose touristique;C’est juste quelque chose à faire en tant que touriste, mais je n’y retournerai certainement pas en hiver. Le spectacle de lumière en lui-même était très décevant. Mais la promenade en bateau en elle-même était agréable mais je ferais une excursion en bateau différente la prochaine fois. Le personnel était très gentil et instructif pendant la visite.;3;1 février 2024;;61;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9902262687683105
Belle excursion;Excellent moyen de visiter Amsterdam, surtout la nuit et pendant les mois d'hiver. Tous les ponts s'illuminent et ça vaut le coup.;5;31 janvier 2024;;22;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.99941086769104
Une façon confortable de voir la ville;Nous avons apprécié la croisière. Le bateau était couvert et chaud (c'était une nuit fraîche et humide) et c'était une façon intéressante de visiter la ville. Les boissons étaient gratuites, comme promis, et je recommande le vin chaud - très gezellig. Le guide nous a renseigné sur l'histoire locale et était instructif.Les quatre étoiles (par opposition à cinq) étaient dues au fait que le festival de lumière lui-même était meh, pour utiliser un peu de jargon technique. Chaque œuvre d'art avait une morale (en gros « la technologie est mauvaise » alors que beaucoup d'artistes utilisaient la technologie pour créer leurs œuvres) et cela devenait lassant. Je pense aussi que vous verriez davantage la ville à la lumière du jour. C'est une belle ville et c'est agréable de pouvoir prendre de bonnes photos.;4;29 janvier 2024;déc. 2023 • En couple;132;1;0.4404;Positif;0.0;0.0;Neutre;LABEL_1;0.9984000325202942
Belle promenade en bateau sur le canal mais un peu surpeuplée;Nous avions beaucoup d'enfants lors de notre croisière qui étaient très bruyants mais à part ça, c'était bien. Jack a fait un excellent travail en expliquant les jeux de lumière et en racontant l'histoire de la ville. Cela aurait été bien d'avoir moins de monde entassé sur le bateau.;4;27 janvier 2024;janv. 2024 • En famille;49;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.998755693435669
Sans intérêt et non conforme à l attendu;De la buée sur les vitres nous empêchait de voir distinctement façades et illuminations.Le bateau promettait couverture et coussins or nous avons eu un autre bateau avec des tables et des tabourets de bar serrés comme des sardines !  Bref pour le prix super déçus !;2;25 décembre 2023;déc. 2023 • En famille;45;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_0;0.9259803891181946
Promenade amusante sur le canal en regardant différents arts;Une visite visuellement attrayante avec de superbes sites et des démonstrations d'art créatif. Très instructif sur la signification de chaque pièce.;5;12 décembre 2023;déc. 2023 • En couple;21;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996628761291504
Skipper Michelle pour la victoire !;Michele et Martin étaient des hôtes merveilleux. Super visite, très amusante. Michele le skipper était hilarant m'a fait rire tout le temps;5;10 décembre 2023;déc. 2023 • En couple;22;1;0.5267;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.999680757522583
10/10 ne pourrait pas être mieux !;Super tournée. C'était un bateau vraiment sympa, avec des couvertures et des coussins pour nous garder au chaud. On nous a donné beaucoup de vin chaud qui nous a également tenu au chaud. Le guide et le capitaine étaient vraiment sympathiques et compétents - 10/10, ça ne pourrait pas être mieux !;5;7 décembre 2023;déc. 2023 • En couple;51;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996597766876221
A faire une fois;Fort bruyant,  le pilote et l'accompagnatrice était au petit soins , super. Je pensais voir beaucoup plus de lumière 💡;3;4 décembre 2023;déc. 2023 • En couple;18;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9939391613006592
très amusant;Le personnel était très sympathique et instructif, vraiment divertissant et une façon amusante de passer une heure, surtout si vous n'avez pas exploré Amsterdam. Certains autres membres du groupe ont été perturbateurs, mais le guide touristique a très bien géré la situation ! Recommande fortement;5;2 décembre 2023;déc. 2023 • En couple;44;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996539354324341
Un très joli moment;Une très belle expérience lors du festival des lumières. Nous avons réservé une petite croisière à 18h. Boissons inclus, le vin chaud était très bon. Le personnel explique les oeuvres au fur à mesure exclusivement en anglais. Ils sont très chaleureux. Les coussins étaient chauffant et les plaids appréciables;5;29 décembre 2022;;49;1;0.4939;Positif;0.0;0.0;Neutre;LABEL_1;0.9996603727340698
Froid et non professionnel;Nous avons réservé des tables pour l'expérience 'Private Table Prosecco Light Festival Cruise Prosecco & drinks incl. ' Ce n'était pas professionnel et c'était une expérience assez désagréable. Le voyage devait commencer à 4 heures. 45 heures et nous étions là bien à l'avance, nous avons parlé à quelqu'un et on nous a dit d'attendre car le bateau n'était pas encore là - nous pouvions embarquer après un moment, plus tard que prévu de toute façon. Nous avions commencé la visite avec un audioguide et tout d'un coup, le bateau a fait demi-tour car ils auraient besoin de prendre plus de monde. À un moment donné, nous étions déjà presque 45 minutes plus tard qu'il n'était censé partir, le bateau était tout d'un coup plein de monde et ils ont commencé à vérifier les billets. Puis ils nous ont dit que nous avions raté notre bateau, car notre bateau devait partir à 4 heures. 45 et nous étions maintenant sur le bateau de 5 . 45 et ils voulaient nous faire sortir. Encore une fois, nous étions en avance, avons en fait attendu 30 minutes dans le froid pour embarquer (également avec des enfants) et nous avons parlé aux gens de l'entreprise pendant ce temps. Nous avons juste eu l'impression que parce que le bateau à 4 . 45 était en retard et pas complet, en fait assez détendu, ils ont juste vidé un autre bateau à l'intérieur de celui-ci, puis quand il y a eu trop de monde, ils ont voulu nous faire sortir. Et la façon dont ils ont géré cela n'était certainement pas professionnelle - dire aux autres passagers que le bateau ne démarrerait pas à cause de nous au lieu d'essayer de chercher une solution. Les tables et le service ne sont pas aussi sophistiqués que sur les photos, mais cela n'aurait pas eu d'importance s'ils avaient été plus sympathiques. Et de plus, avec un bateau plein de gens qui étaient plus intéressés à boire, nous ne pouvions rien entendre de l'audioguide et je suis maintenant plus intéressé de voir les lumières du parcours à pied, car cela n'en valait vraiment pas la peine.;2;17 décembre 2022;déc. 2022;355;1;-0.872;Négatif;-0.16666666666666666;0.6916666666666668;Négatif;LABEL_0;0.9345583319664001
Cela en vaut la peine!;Cela valait le prix à coup sûr! Boissons gratuites à volonté, jolies lumières et un bateau ! Assurez-vous de vous superposer car il faisait très froid et le vin chaud n'était pas chaud.;4;17 décembre 2022;déc. 2022;33;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9786577820777893
Super équipage et expérience fantastique!;Vraiment un super tour, un moyen fantastique de voir Amsterdam la nuit. Le festival des lumières était certainement mieux vu par l'eau.L'équipage était hilarant et a gardé tout le monde engagé.Notre voyage a été rendu encore meilleur par les femmes néerlandaises hilarantes assises à proximité!Point culminant de notre voyage, un must absolu!;5;16 décembre 2022;;55;1;0.765;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996747970581055
Une aventure qui vaut la peine.;La croisière était bien organisée lors d'une soirée très froide - sièges chauffants, couvertures, boissons en abondance, y compris du vin chaud - autant que vous le vouliez. Très relaxant avec un équipage sympathique.;5;15 décembre 2022;;32;1;0.25;Positif;0.0;0.0;Neutre;LABEL_1;0.9995409250259399
Des lumières, des lumières et encore des lumières;Nous avons passé un bon moment avec nos guides Rosalie et Edward. Était une nuit fraîche mais est restée au chaud avec des couvertures fournies et Gl hwein.;4;14 décembre 2022;déc. 2022 • Entre amis;28;1;0.3182;Positif;0.0;0.0;Neutre;LABEL_1;0.9996048808097839
Expérience magique;Ce fut la meilleure expérience que nous ayons eue à Amsterdam - nous y sommes allés après le coucher du soleil et les lumières étaient magnifiques le long des canaux, l'équipage était super, sympathique et compétent et beaucoup de vin chaud était fourni ! Il faisait un froid glacial mais des couvertures étaient fournies pour se blottir sous - une expérience vraiment magique. Merci!;5;14 décembre 2022;déc. 2022 • En couple;61;1;0.5994;Positif;0.14166666666666666;0.5333333333333333;Positif;LABEL_1;0.9996682405471802
Expérience de visite légère;L'équipage était très sympathique et compétent. Leur hospitalité était super et la tournée était excellente! Je recommande vraiment!;5;13 décembre 2022;;18;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996762275695801
Recommande fortement;Merci beaucoup! Une très belle croisière, dans une ville merveilleuse. Équipage sympathique avec leurs histoires et leurs boissons savoureuses. Chaque visiteur devrait assister à ce voyage;5;12 décembre 2022;déc. 2022 • En famille;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.999670147895813
Lumières vives par une nuit glaciale;Les membres de l'équipage sont très accueillants et ont fourni un excellent commentaire des lieux d'intérêt au fur et à mesure que nous les passions, y compris les affichages lumineux. Le temps était particulièrement froid, nous aurions donc pu faire avec un peu plus de chaleur dans la cabine, mais cela a été compensé par la disponibilité généreuse de boissons chaudes. Comme le bateau est propulsé par un moteur électrique, il était silencieux, sans bruit de fond des moteurs.;4;11 décembre 2022;déc. 2022;79;1;0.8271;Positif;1.0;1.0;Positif;LABEL_1;0.9991198182106018
Impressionné et déçu;"Je voulais donner 5 étoiles à cette visite, mais elle n'a pas été à la hauteur.La visite a commencé par un bus touristique chaleureux et confortable par une soirée froide et pluvieuse. Le guide touristique, s'est présenté et nous a conduit à travers une introduction décente. Si vous pouvez dépasser le mot ""hum"" tous les deux mots, tout ira bien.Il nous a expliqué les arrêts que nous ferions et nous avons eu un grand rire quand il les a décrits comme l'""entrée, le plat principal et le dessert"".La visite elle-même était incroyable. Les maisons étaient à couper le souffle et malgré la nuit froide et pluvieuse, nous avons apprécié notre visite. Cela étant dit, il n'était pas guidé.Voilà ma plus grosse plainte. Au dernier arrêt, nous sommes sortis et avons eu l'occasion de prendre une photo avec le pont de Brooklyn et la Skyline de New York. La plupart de notre groupe est resté dans le bus en raison de la météo, mais mon mari et moi avons choisi de le braver. Comme notre guide touristique a sauté autour (littéralement) , nous avons demandé s'il pouvait nous prendre en photo. Il a rapidement dit: ""Non. "" Nous sommes restés un peu choqués, jusqu'à ce qu'il finisse par dire: ""Demandez à quelqu'un d'autre dans la tournée. "" C'était un énorme échec.Dyker Heights et les maisons étaient incroyables. La tournée manquait.";4;14 janvier 2025;;233;1;0.4404;Positif;0.3181818181818182;0.7272727272727273;Positif;LABEL_0;0.6423026919364929
Dyker Heights malgré la police;Expérience folle - le chauffeur Jimmy et le guide Camila ont tout fait pour s'assurer que nous pouvions voir les lumières de Noël à Dyker Heights bien que la police ne voulait pas de l'arrêt de bus! Merci !;5;3 janvier 2025;;37;1;-0.128;Négatif;0.0;0.0;Neutre;LABEL_1;0.9990886449813843
